일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
7/2/2023,하동(932),X,32,31,25.5,22.3,86,O,주의,X,매우높음
7/2/2023,철원(95),X,31.2,30.4,26.3,22.6,81,O,주의,X,낮음
7/2/2023,동두천(98),X,31.7,29.9,25.8,22,86,O,주의,X,보통
7/2/2023,파주(99),X,31.2,29.2,24.4,21.7,91.5,O,주의,X,높음
7/3/2023,북강릉(104),X,27.7,25.8,22.5,20.7,91.3,X,관심,X,낮음
7/3/2023,동해(106),X,27.8,25,22.6,21.1,95.4,X,관심,X,낮음
7/3/2023,서울(108),O,34.3,34.9,29.1,24.1,72,O,주의,O,매우높음
7/3/2023,인천(112),O,33.2,32.4,27.2,23.3,78.6,O,주의,X,매우높음
7/3/2023,원주(114),O,33.2,34,27.9,22.8,67,O,주의,X,낮음
7/3/2023,울릉도(115),X,28.5,26.5,23.1,21.2,87.9,X, ,X,매우높음
7/3/2023,수원(119),O,33.1,34,27.7,22.1,74.8,O,주의,X,매우높음
7/3/2023,영월(121),O,33.2,34.1,26.6,21.1,73.1,O,주의,X,낮음
7/3/2023,충주(127),O,33.2,33.9,27.4,22.5,71.8,O,주의,X,매우높음
7/3/2023,서산(129),O,33.1,32.4,27.1,22.2,79.6,O,주의,X,매우높음
7/3/2023,울진(130),X,26,23.8,22,20.1,91,X, ,X,매우높음
7/3/2023,청주(131),O,33,34.9,29.8,24.6,60.5,O,주의,O,매우높음
7/3/2023,대전(133),X,32.9,33.4,28.4,24,71,O,주의,X,매우높음
7/3/2023,추풍령(135),X,31.3,31.2,25.5,21.1,78.9,O,주의,X,매우높음
7/3/2023,안동(136),X,32.9,33,26.4,21.3,73.3,O,주의,X,매우높음
7/3/2023,상주(137),O,33.1,33,27.3,22.6,74.6,O,주의,X,매우높음
7/3/2023,포항(138),X,26.8,24.5,22.8,21.2,89.5,O,주의,X,매우높음
7/3/2023,군산(140),X,32.7,32.1,26.8,23.3,83.5,X,관심,X,매우높음
7/3/2023,대구(143),X,32.2,32.5,27.1,22.5,71.5,O,경고,X,매우높음
7/3/2023,전주(146),O,33.3,33.3,27.8,23.7,75.8,O,주의,O,매우높음
7/3/2023,울산(152),X,30.1,29.1,24.7,21.4,82.8,O,주의,X,매우높음
7/3/2023,창원(155),X,30.6,29.2,25.4,22,81.9,O,주의,X,높음
7/3/2023,광주(156),O,33.8,31.7,27.1,24.4,94.5,O,주의,X,높음
7/3/2023,부산(159),X,29.9,28.9,24.8,23,80.4,O,주의,X,높음
7/3/2023,통영(162),X,28.8,26.2,23.8,22.7,92,X, ,X,높음
7/3/2023,목포(165),X,31.3,29.3,25.7,24.2,89.1,X,관심,X,높음
7/3/2023,여수(168),X,29.2,27.3,24.6,23.3,88.6,X, ,X,높음
7/3/2023,흑산도(169),X,25.7,22.5,21.2,20.3,99,X, ,X,높음
7/3/2023,완도(170),X,28.4,25.7,24,22.8,96.1,X, ,X,낮음
7/3/2023,고창(172),X,,,,,,O,주의,X,높음
7/3/2023,제주(184),X,29.2,26.7,25.1,24,89.9,X,관심,X,높음
7/3/2023,진주(192),X,32,30.3,26.1,22.3,86.3,O,주의,X,높음
7/3/2023,양평(202),X,32.5,32.9,26.9,21.6,74,O,경고,X,매우높음
7/3/2023,이천(203),O,33.8,34,27.9,22.3,77.3,O,경고,X,매우높음
7/3/2023,인제(211),O,33.8,34.3,26.8,22.1,76.5,O,주의,X,낮음
7/3/2023,홍천(212),O,33.5,34,27.1,22.3,75.8,O,경고,X,낮음
7/3/2023,태백(216),X,30.3,30.4,22.8,17.4,81.8,X,관심,X,낮음
7/3/2023,정선군(217),X,32.3,,,,,O,주의,X,낮음
7/3/2023,제천(221),X,32.4,32.7,25.8,21.1,79.5,O,주의,X,매우높음
7/3/2023,보은(226),X,31.4,31.8,26,21.6,77,O,주의,X,매우높음
7/3/2023,천안(232),X,32.3,33,27.4,22.2,78.8,O,주의,X,매우높음
7/3/2023,보령(235),X,32.8,31.5,26.3,23,85.3,X,관심,X,매우높음
7/3/2023,부여(236),O,33.2,32.8,27.5,23.4,81.5,O,경고,X,매우높음
7/3/2023,금산(238),X,32.4,32.2,27.1,22.8,79.3,O,주의,X,매우높음
7/3/2023,세종(239),O,33.5,33.3,27.7,23.5,76.8,O,주의,X,매우높음
7/3/2023,부안(243),X,32.3,31,26.6,23,85.3,O,주의,X,높음
7/3/2023,임실(244),X,31.4,30.6,26.3,21.8,80.4,O,주의,X,높음
7/3/2023,정읍(245),X,32.7,31.9,27,22.8,79.5,O,주의,X,높음
7/3/2023,남원(247),X,32.4,31.8,27.2,22.2,78.9,O,주의,X,높음
7/3/2023,장수(248),X,30.8,30.8,25.1,20.8,82.9,X,관심,X,높음
7/3/2023,영광군(252),X,32.3,31.2,26.7,23.6,84.1,O,주의,X,높음
7/3/2023,김해시(253),X,32.1,30.2,26.1,22.5,87.3,O,경고,X,높음
7/3/2023,순창군(254),X,32.8,32.3,27.1,22.8,81.1,O,주의,X,높음
7/3/2023,양산시(257),X,32.9,32.3,27.3,22.5,79.8,O,주의,X,매우높음
7/3/2023,강진군(259),X,29.7,27.3,25,23.8,92.6,X,관심,X,보통
7/3/2023,장흥(260),X,30.6,28.4,25.1,23.7,95.5,X,관심,X,보통
7/3/2023,해남(261),X,30.6,27.9,24.9,23.7,95.8,X,관심,X,높음
7/3/2023,고흥(262),X,29.3,27.4,23.8,22.1,92,X, ,X,높음
7/3/2023,의령군(263),O,33.6,32.1,27,22.5,84.5,O,주의,X,높음
7/3/2023,함양군(264),O,33.2,31.9,26.9,23.1,88.4,O,주의,X,높음
7/3/2023,진도군ASOS(268),X,29.3,27,24.1,22.9,94.6,X, ,X,높음
7/3/2023,봉화(271),X,30.7,30.8,24.3,18.6,77.3,O,주의,X,매우높음
7/3/2023,영주(272),X,31.7,31.8,25.5,20,79,O,주의,X,매우높음
7/3/2023,문경(273),X,32.2,32.2,26.3,21.3,79,O,주의,X,매우높음
7/3/2023,청송군(276),X,31.5,32.8,24.5,17.9,73,O,주의,X,매우높음
7/3/2023,영덕(277),X,29.1,27.5,22.7,18.8,90.5,X,관심,X,매우높음
7/3/2023,의성(278),O,33.1,34,26.3,20.5,74.9,O,경고,X,매우높음
7/3/2023,구미(279),X,32.1,32.7,27.4,22.7,70.5,O,주의,X,매우높음
7/3/2023,영천(281),X,31.1,30.6,25.1,20,80.6,O,주의,X,매우높음
7/3/2023,경주시(283),X,32.3,31.7,26.3,21,78.6,O,주의,X,매우높음
7/3/2023,거창(284),X,31.4,30.7,25.9,22.3,83.5,X,관심,X,매우높음
7/3/2023,합천(285),X,32.2,31.5,26.5,22.6,79.8,O,주의,X,매우높음
7/3/2023,밀양(288),X,31.9,31.9,27.1,22.9,72.8,O,주의,X,매우높음
7/3/2023,산청(289),X,32.3,31.1,26.5,22.6,83,O,주의,X,높음
7/3/2023,거제(294),X,29.3,27.2,24.5,22.9,89.6,X, ,X,높음
7/3/2023,남해(295),X,30.7,29,25,22.8,90.1,X, ,X,높음
7/3/2023,부천(433),X,32.7,33.9,26.8,21.9,69,O,주의,X,매우높음
7/3/2023,안양(434),X,29.5,34.4,28.9,24,,O,주의,X,매우높음
7/3/2023,광명(437),O,34.2,35.7,29.4,24.6,67,O,주의,X,매우높음
7/3/2023,군포(438),O,33.4,34.9,28.8,24.1,67,O,주의,X,매우높음
7/3/2023,김포(441),X,,34.2,27.5,22.2,,O,주의,X,매우높음
7/3/2023,하남(444),O,33.5,34.2,27,21.4,71,O,주의,X,매우높음
7/3/2023,의왕(445),X,32.9,33.1,27.1,21.7,76,O,주의,X,매우높음
7/3/2023,포천(504),O,34.1,34.2,27.8,22.2,73,O,주의,X,매우높음
7/3/2023,가평조종(505),O,33.7,33.5,26.5,21.1,82,O,주의,X,매우높음
7/3/2023,안성(516),O,33.3,34.2,27.6,22.2,78,O,주의,X,매우높음
7/3/2023,간성(517),X,28.6,26.5,22.9,21,89,X,관심,X,낮음
7/3/2023,평창(526),X,32.6,33.9,26.6,21.2,70,O,주의,X,낮음
7/3/2023,의정부(532),O,34.6,33.4,27.8,22.8,85,O,주의,X,매우높음
7/3/2023,횡성(536),O,33.6,34.4,27.3,22,74,O,주의,X,낮음
7/3/2023,고양(540),X,,,,,,O,주의,X,매우높음
7/3/2023,남양주(541),O,34.2,35.7,28.1,22.2,73,O,주의,X,매우높음
7/3/2023,안산(545),O,33.8,33.7,26.3,19.8,83,O,주의,X,매우높음
7/3/2023,경기광주(546),X,32.8,33.5,26.5,22,72,O,주의,X,매우높음
7/3/2023,여주(548),O,33.3,33.7,27.2,22.1,75,O,경고,X,매우높음
7/3/2023,용인(549),X,31.9,32.7,26.6,21.1,75,O,주의,X,매우높음
7/3/2023,오산(550),O,34.1,33.5,27.3,21.6,80,O,주의,X,매우높음
7/3/2023,평택(551),O,33.8,34.7,28,22.7,79,O,주의,X,매우높음
7/3/2023,화천(555),O,33.9,32.9,26.1,21.2,89,O,주의,X,낮음
7/3/2023,양구(556),O,33.1,34,27.1,22.3,76,O,주의,X,낮음
7/3/2023,시흥(565),O,34.2,34.8,27.6,21.5,79,O,주의,X,매우높음
7/3/2023,구리(569),O,33.9,34.4,27.8,22.1,70,O,주의,X,매우높음
7/3/2023,화성(571),O,33.7,34.5,28,22.9,76,O,주의,X,매우높음
7/3/2023,성남(572),X,32.7,33.5,28.1,22.6,64,O,주의,X,매우높음
7/3/2023,과천(590),O,33.9,34.3,27.4,21.7,78,O,주의,X,매우높음
7/3/2023,양주(598),O,34.6,35,27.6,22,79,O,주의,X,매우높음
7/3/2023,단양(601),X,32.8,34,26.5,21.6,76,O,주의,X,매우높음
7/3/2023,진천(602),O,33.7,35.4,28.3,22.9,69,O,주의,X,매우높음
7/3/2023,괴산(603),X,32.9,33.8,26.8,21.5,75,O,주의,X,매우높음
7/3/2023,옥천(604),X,32.9,33.8,27.8,23.6,76,O,주의,X,매우높음
7/3/2023,홍북(608),O,33,33.4,26,21.1,81,O,주의,X,매우높음
7/3/2023,공주(612),O,33.2,33.2,27.6,22.6,78,O,주의,X,매우높음
7/3/2023,서천(614),X,32,31,26.2,23.1,87,X,관심,X,매우높음
7/3/2023,논산(615),O,33.9,33.9,28.1,23.4,78,O,주의,X,매우높음
7/3/2023,당진(616),O,34.2,34.4,26.8,21.3,85,O,주의,X,매우높음
7/3/2023,청양(618),O,33.2,32.9,26.4,21.7,84,O,주의,X,매우높음
7/3/2023,음성(619),X,31.8,32.8,25.9,20.9,76,O,주의,X,매우높음
7/3/2023,증평(623),X,32.8,33.4,27.6,22.4,75,O,주의,X,매우높음
7/3/2023,태안(627),O,33.4,31.8,26.5,21.8,88,O,주의,X,매우높음
7/3/2023,예산(628),O,33.7,34,27.6,21.9,80,O,주의,X,매우높음
7/3/2023,아산(634),O,35.1,35,27.6,21.7,78,O,주의,X,매우높음
7/3/2023,계룡(636),X,32.9,32.6,26.5,20.4,83,O,주의,X,매우높음
7/3/2023,연천청산(652),O,33,32.9,26.9,21.7,78,O,주의,X,매우높음
7/3/2023,양양(670),X,26.8,24.7,22.9,21.1,88,X,관심,X,낮음
7/3/2023,무안(699),X,31.3,29.6,26.1,24.1,87,O,주의,X,높음
7/3/2023,무주(701),X,32.2,32.1,26.3,20.8,78,O,주의,X,매우높음
7/3/2023,익산(702),X,32.7,32.9,27.5,23.5,78,O,주의,O,매우높음
7/3/2023,진안(703),X,31.6,31.7,26.3,21.6,78,O,주의,X,매우높음
7/3/2023,담양(706),X,,,,,,O,주의,X,높음
7/3/2023,구례(709),O,33,31.6,26.9,22.7,84,O,주의,X,높음
7/3/2023,나주(710),O,33,31.4,26.5,23.6,87,O,주의,X,보통
7/3/2023,순천시(712),X,31.5,29.6,26.4,24.4,86,O,주의,X,높음
7/3/2023,광양읍(713),X,32.2,31,26.7,23.2,83,O,주의,X,높음
7/3/2023,장성(730),X,32.3,31.1,26.6,23.3,84,O,주의,X,높음
7/3/2023,영암(731),X,31.9,30.1,26.3,24.6,88,O,주의,X,보통
7/3/2023,보성(732),X,29.6,27.6,24.1,22.8,92,X,관심,X,높음
7/3/2023,완주(734),O,33.1,32.6,27.1,21.6,83,O,주의,X,매우높음
7/3/2023,김제(737),O,33.5,32.5,27.3,23.6,84,O,주의,X,매우높음
7/3/2023,화순(741),X,32.9,31.8,26.9,23.4,81,O,주의,X,높음
7/3/2023,함평(754),X,31.8,30.2,26.4,24.1,86,O,주의,X,높음
7/3/2023,곡성(768),X,32.6,31.7,27,22,81,O,주의,X,높음
7/3/2023,압해도(789),X,31.5,29.1,25.3,24,94,X,관심,X,높음
7/3/2023,영양(801),X,31.7,31.4,24.3,18.6,82,O,주의,X,매우높음
7/3/2023,성주(810),X,32.9,33.5,27.6,22.6,74,O,주의,X,매우높음
7/3/2023,고령(812),X,32,31.2,26,21.7,88,O,주의,X,매우높음
7/3/2023,청도(813),X,32.7,32.5,26.7,22,78,O,주의,X,매우높음
7/3/2023,예천(815),O,33,33.7,26.6,21.3,74,O,주의,X,매우높음
7/3/2023,김천(822),O,33.2,32.8,26.4,21.8,82,O,주의,X,매우높음
7/3/2023,군위(823),X,32.6,33.5,26.9,20.6,76,O,주의,X,매우높음
7/3/2023,칠곡(825),X,32.8,33.1,27.6,22.8,81,O,경고,X,매우높음
7/3/2023,경산(827),X,32.7,32.4,26.9,22.8,76,O,주의,X,매우높음
7/3/2023,삼척(876),X,28.7,27.2,23.1,21.3,86,X,관심,X,낮음
7/3/2023,속초(90),X,28.7,26.7,23.4,21.2,87.6,X,관심,X,낮음
7/3/2023,삼천포(907),X,30.7,28.4,24.5,22.1,91,X,관심,X,높음
7/3/2023,고성(918),X,31.1,28.9,25.6,23.5,88,X,관심,X,높음
7/3/2023,창녕(919),X,32.7,31.6,26.7,22.5,84,O,주의,X,매우높음
7/3/2023,함안(920),X,31.5,30.1,25.8,22.5,85,O,주의,X,높음
7/3/2023,북춘천(93),O,33.7,34.1,27.7,22.3,77.9,O,경고,X,낮음
7/3/2023,하동(932),X,31.7,30.5,26.4,23.5,83,O,주의,X,높음
7/3/2023,철원(95),O,33.2,32.9,26.7,21.3,82.1,O,주의,X,낮음
7/3/2023,동두천(98),O,33.7,33.4,27.3,21.8,80.4,O,주의,X,매우높음
7/3/2023,파주(99),O,33.7,32.5,26.9,21.6,86.8,O,주의,X,매우높음
7/4/2023,북강릉(104),X,27.7,26,23.2,21.3,90.6,X,관심,X,낮음
7/4/2023,동해(106),X,28.5,26.2,23.2,21.2,93.4,X,관심,X,낮음
7/4/2023,서울(108),X,30.6,29.2,26.1,24.5,86.8,X,관심,X,매우높음
7/4/2023,인천(112),X,29.2,26.6,24.5,23.9,93.6,X,관심,X,높음
7/4/2023,원주(114),X,30.7,31.2,25.7,23,73.3,X,관심,X,낮음
7/4/2023,울릉도(115),X,27.3,24.7,22.3,20.9,96.8,X, ,X,매우높음
7/4/2023,수원(119),X,29.6,28.3,25,23.6,88.9,X,주의,X,낮음
7/4/2023,영월(121),X,31.7,32.1,24.1,20.4,85.3,X, ,X,낮음
7/4/2023,충주(127),X,31.3,31,24.9,21.5,81.1,X,관심,X,매우높음
7/4/2023,서산(129),X,28.3,25.5,24.7,24,94,X, ,X,낮음
7/4/2023,울진(130),X,27.5,25.3,21.9,19.7,92.6,X, ,X,높음
7/4/2023,청주(131),X,30,29.2,25.9,24,79.9,X,관심,X,높음
7/4/2023,대전(133),X,28.5,26.9,24.7,22.9,87.3,X,관심,X,낮음
7/4/2023,추풍령(135),X,27.3,25.3,23.3,22.1,88.1,X, ,X,높음
7/4/2023,안동(136),X,29.8,28.7,24.5,22,86.1,X,관심,X,매우높음
7/4/2023,상주(137),X,29.1,27.2,24.4,22.7,88,X,관심,X,매우높음
7/4/2023,포항(138),X,29.2,28,24.6,22.1,85.6,X, ,X,높음
7/4/2023,군산(140),X,28,25.3,24.5,23.4,93.3,X, ,X,낮음
7/4/2023,대구(143),X,29.7,29,24.9,23.3,84.8,X,관심,X,매우높음
7/4/2023,전주(146),X,28.7,26.3,24.8,23.2,87.1,X,관심,X,낮음
7/4/2023,울산(152),X,29.2,27.7,24.1,22.6,86.1,X, ,X,높음
7/4/2023,창원(155),X,28.1,26.5,23.8,22.5,87.3,X,관심,X,높음
7/4/2023,광주(156),X,29.2,25.9,24.7,23.5,98.9,X, ,X,낮음
7/4/2023,부산(159),X,30,28.6,24.3,22.6,83.6,X,관심,X,높음
7/4/2023,통영(162),X,28,25.9,23.5,21.9,91.6,X, ,X,높음
7/4/2023,목포(165),X,28.3,25.7,24.5,22.8,93,X, ,X,보통
7/4/2023,여수(168),X,26.4,23.5,23,22.5,94.4,X, ,X,낮음
7/4/2023,흑산도(169),X,25.7,22.5,20.9,19.4,99,X, ,X,보통
7/4/2023,완도(170),X,27.1,23.8,23.2,22.4,98.9,X, ,X,높음
7/4/2023,고창(172),X,,,,,,X, ,X,낮음
7/4/2023,제주(184),X,32.9,31.9,27.1,23.9,81.9,X,관심,X,보통
7/4/2023,진주(192),X,27.2,24.7,23.6,22.8,94.5,X, ,X,높음
7/4/2023,양평(202),X,30.3,29.7,24.7,22.1,84.8,X,관심,X,높음
7/4/2023,이천(203),X,31.5,30.5,24.8,21.9,92.1,X,관심,X,매우높음
7/4/2023,인제(211),X,32.6,32.5,26,22.4,78.5,X,관심,X,낮음
7/4/2023,홍천(212),X,31.9,32.7,25.7,22.6,80.5,X,관심,X,낮음
7/4/2023,태백(216),X,27.8,27.8,22.2,18.8,83.5,X, ,X,낮음
7/4/2023,정선군(217),X,31.2,31.8,25,21.6,78.9,X,관심,X,낮음
7/4/2023,제천(221),X,29.8,29.1,23.8,20.7,88.9,X,관심,X,매우높음
7/4/2023,보은(226),X,28.8,27.1,23.4,21.1,91.9,X, ,X,높음
7/4/2023,천안(232),X,29.6,27.7,24.1,22.7,97.4,X,관심,X,높음
7/4/2023,보령(235),X,28.5,25.9,25,24,93.5,X, ,X,낮음
7/4/2023,부여(236),X,28.7,25.7,24.6,23.8,97.1,X, ,X,낮음
7/4/2023,금산(238),X,28,25.9,23.7,22.7,96,X, ,X,보통
7/4/2023,세종(239),X,28.7,26.9,24.7,23.4,90.9,X,관심,X,낮음
7/4/2023,부안(243),X,28.5,25.9,24.9,23.5,92.1,X, ,X,낮음
7/4/2023,임실(244),X,27.7,25.2,23.4,22.4,93.1,X, ,X,낮음
7/4/2023,정읍(245),X,28.8,26.7,25.2,23.4,84.5,X, ,X,낮음
7/4/2023,남원(247),X,28.1,25.9,23.9,22.6,94.3,X, ,X,낮음
7/4/2023,장수(248),X,26.4,23.7,22.6,20.9,94.8,X, ,X,높음
7/4/2023,영광군(252),X,28.5,25.8,24.7,23,90,X, ,X,낮음
7/4/2023,김해시(253),X,30.4,28.2,24.3,22.6,93.3,X,관심,X,높음
7/4/2023,순창군(254),X,28.1,25.9,24,22.8,92.5,X, ,X,낮음
7/4/2023,양산시(257),X,31.5,30.4,25.4,23.1,88.9,X,관심,X,높음
7/4/2023,강진군(259),X,27.3,24.3,23.9,22.6,95.9,X, ,X,낮음
7/4/2023,장흥(260),X,27.4,24.3,23.7,22.7,97.8,X, ,X,낮음
7/4/2023,해남(261),X,28.2,25,24.1,22.6,96.8,X, ,X,보통
7/4/2023,고흥(262),X,26.3,23.1,22.5,21.6,98.5,X, ,X,낮음
7/4/2023,의령군(263),X,29.7,27,24.9,23.9,96.1,X, ,X,높음
7/4/2023,함양군(264),X,28.1,24.8,23.6,22.8,98.6,X, ,X,높음
7/4/2023,진도군ASOS(268),X,28.1,25.6,24.3,22.3,94.9,X, ,X,높음
7/4/2023,봉화(271),X,28.1,26.9,22.8,19.7,87,X, ,X,높음
7/4/2023,영주(272),X,28,26.5,23.1,21,94.6,X, ,X,매우높음
7/4/2023,문경(273),X,28.6,26.5,23.8,22.3,91.1,X, ,X,매우높음
7/4/2023,청송군(276),X,29.3,28.7,24.1,19.4,82.1,X, ,X,매우높음
7/4/2023,영덕(277),X,28.5,26.4,22.9,21.7,94.1,X, ,X,매우높음
7/4/2023,의성(278),X,30,29,24.6,21.8,88.9,X,관심,X,매우높음
7/4/2023,구미(279),X,28.1,26.8,24.7,23.2,82.4,X,관심,X,높음
7/4/2023,영천(281),X,29.5,28.8,24.8,22.1,87.1,X,관심,X,높음
7/4/2023,경주시(283),X,30.2,29.2,25.2,23.1,84.6,X, ,X,높음
7/4/2023,거창(284),X,27.1,24.2,23.1,22.4,93.9,X, ,X,높음
7/4/2023,합천(285),X,27.7,25.4,23.8,22.7,89.9,X,관심,X,높음
7/4/2023,밀양(288),X,29.6,29,25.2,23.7,80.3,X,관심,X,높음
7/4/2023,산청(289),X,27.5,24.8,23.1,22.3,94.5,X, ,X,높음
7/4/2023,거제(294),X,27.8,25.5,23.9,21.7,91.9,X, ,X,높음
7/4/2023,남해(295),X,28,24.8,23.6,22.8,95.9,X, ,X,높음
7/4/2023,부천(433),X,28.3,26.6,23.8,22.4,89,X,주의,X,낮음
7/4/2023,안양(434),X,28,28.6,25.6,24.3,,X,관심,X,높음
7/4/2023,광명(437),X,30.6,29.7,26.2,24.3,84,X,관심,X,높음
7/4/2023,군포(438),X,30,28.9,25.2,23.8,85,X,관심,X,낮음
7/4/2023,김포(441),X,,28.4,25.2,23.9,,X,관심,X,매우높음
7/4/2023,하남(444),X,30.5,29.6,24.6,22.9,84,X,관심,X,높음
7/4/2023,의왕(445),X,29.7,28,24.5,22.6,89,X,관심,X,높음
7/4/2023,포천(504),X,31.1,30.4,25.5,22.8,84,X,관심,X,매우높음
7/4/2023,가평조종(505),X,32,30.9,24.7,20.6,90,X,관심,X,높음
7/4/2023,안성(516),X,30.4,29.1,25,23.1,92,X,관심,X,높음
7/4/2023,간성(517),X,27.6,25.6,23.1,21.7,91,X, ,X,낮음
7/4/2023,평창(526),X,30.5,31.1,24.3,20.1,79,X, ,X,낮음
7/4/2023,의정부(532),X,31.5,29.3,25.2,23.4,95,X, ,X,높음
7/4/2023,횡성(536),X,31.9,32.5,25.3,21.6,81,X,관심,X,낮음
7/4/2023,고양(540),X,,,,,,X,관심,X,매우높음
7/4/2023,남양주(541),X,31.4,30.8,25.4,22.9,86,X,관심,X,높음
7/4/2023,안산(545),X,29.6,27.5,23.9,22.1,96,X,관심,X,낮음
7/4/2023,경기광주(546),X,30.3,29.7,24.4,22.1,84,X, ,X,높음
7/4/2023,여주(548),X,30.9,30.3,24.5,21.5,88,X,관심,X,높음
7/4/2023,용인(549),X,29.5,28.5,24.2,22.3,90,X,관심,X,높음
7/4/2023,오산(550),X,30,28.4,24.8,22.9,92,X,관심,X,높음
7/4/2023,평택(551),X,30.1,27.9,25,23.9,97,X,관심,X,매우높음
7/4/2023,화천(555),X,32.7,31.3,24.8,21.3,92,X,관심,X,낮음
7/4/2023,양구(556),X,32.5,33.3,26.2,22.3,78,X,관심,X,낮음
7/4/2023,시흥(565),X,30.4,28.5,24.7,23.3,95,X,관심,X,낮음
7/4/2023,구리(569),X,30.3,29.5,25.1,23.1,85,X,주의,X,높음
7/4/2023,화성(571),X,29.9,27.6,24.8,23.8,94,X,관심,X,높음
7/4/2023,성남(572),X,29.6,29.4,25.5,23.9,77,X, ,X,높음
7/4/2023,과천(590),X,30.9,29.5,25.3,23.1,91,X, ,X,매우높음
7/4/2023,양주(598),X,30.9,29.3,25.2,23,90,X,관심,X,높음
7/4/2023,단양(601),X,30.2,30,24.3,20.3,85,X,관심,X,매우높음
7/4/2023,진천(602),X,30.5,30,25.2,23,85,X, ,X,높음
7/4/2023,괴산(603),X,30.6,30.1,24.2,20.1,87,X, ,X,높음
7/4/2023,옥천(604),X,29.5,27.9,24.5,22.6,93,X, ,X,보통
7/4/2023,홍북(608),X,27.8,24.7,23.8,22.9,98,X, ,X,낮음
7/4/2023,공주(612),X,28.7,26.5,24.7,23.5,93,X,관심,X,낮음
7/4/2023,서천(614),X,27.9,25.1,24.5,23.5,95,X, ,X,낮음
7/4/2023,논산(615),X,29.1,26.8,25,24.1,94,X, ,X,낮음
7/4/2023,당진(616),X,29.2,26.3,24.9,23.9,97,X, ,X,낮음
7/4/2023,청양(618),X,28.2,25.3,24.3,23.5,95,X, ,X,낮음
7/4/2023,음성(619),X,29.9,29.5,23.5,20,86,X,관심,X,높음
7/4/2023,증평(623),X,31.3,30.3,24.6,22.9,91,X, ,X,높음
7/4/2023,태안(627),X,27.9,24.7,24,23.5,97,X, ,X,낮음
7/4/2023,예산(628),X,29.5,26.9,25.4,24.1,93,X,관심,X,낮음
7/4/2023,아산(634),X,29.6,26.8,25.1,23.9,93,X,관심,X,낮음
7/4/2023,계룡(636),X,28.2,25.9,23.8,22.9,97,X, ,X,낮음
7/4/2023,연천청산(652),X,31.4,30.7,25.2,22.2,85,X,관심,X,매우높음
7/4/2023,양양(670),X,27.7,,,,,X,관심,X,낮음
7/4/2023,무안(699),X,28.8,26.2,24.8,23.1,90,X, ,X,낮음
7/4/2023,무주(701),X,28.8,27.1,23.3,21.3,92,X, ,X,높음
7/4/2023,익산(702),X,29,26,25.1,23.6,92,X, ,X,낮음
7/4/2023,진안(703),X,27.1,24.4,23,21.8,94,X, ,X,낮음
7/4/2023,담양(706),X,28.9,,,,,X, ,X,낮음
7/4/2023,구례(709),X,28,25.5,24.1,23.2,95,X, ,X,낮음
7/4/2023,나주(710),X,28.1,25.2,24.5,23,94,X, ,X,낮음
7/4/2023,순천시(712),X,27.9,25.5,24.3,23.6,94,X, ,X,낮음
7/4/2023,광양읍(713),X,27.9,25.3,23.9,23.3,97,X, ,X,낮음
7/4/2023,장성(730),X,27.5,25,24.1,22.9,92,X, ,X,낮음
7/4/2023,영암(731),X,28.3,25.5,24.5,22.8,94,X, ,X,낮음
7/4/2023,보성(732),X,25.9,22.8,22.4,22.1,97,X, ,X,낮음
7/4/2023,완주(734),X,29.3,27,24.5,23.4,95,X,관심,X,낮음
7/4/2023,김제(737),X,28.5,26.1,24.6,23.2,95,X, ,X,낮음
7/4/2023,화순(741),X,27.3,25.1,24,23,89,X, ,X,낮음
7/4/2023,함평(754),X,28.3,25.7,24.5,23.1,93,X, ,X,낮음
7/4/2023,곡성(768),X,27.7,25.5,24,22.7,92,X, ,X,낮음
7/4/2023,압해도(789),X,28.4,25.8,24.4,23.1,95,X, ,X,보통
7/4/2023,영양(801),X,30.6,29.6,23.9,19.7,90,X, ,X,매우높음
7/4/2023,성주(810),X,28.9,27.7,24.8,23.3,84,X,관심,X,높음
7/4/2023,고령(812),X,29,26.5,24.2,23,97,X, ,X,높음
7/4/2023,청도(813),X,30.3,29.2,24.6,23,84,X,관심,X,매우높음
7/4/2023,예천(815),X,29.4,28.2,24.4,22.5,86,X,관심,X,매우높음
7/4/2023,김천(822),X,28.3,26.3,23.6,21.2,93,X,관심,X,높음
7/4/2023,군위(823),X,29.9,28.4,24.8,22.2,89,X,관심,X,매우높음
7/4/2023,칠곡(825),X,30.6,28.8,24.9,23.5,95,X,관심,X,매우높음
7/4/2023,경산(827),X,29.6,28.9,25,22.9,85,X,관심,X,매우높음
7/4/2023,삼척(876),X,30.8,29.9,24.5,21.1,83,X,관심,X,낮음
7/4/2023,속초(90),X,28,26,23.4,22,90.1,X, ,X,낮음
7/4/2023,삼천포(907),X,27,24.4,22.9,22.3,97,X, ,X,높음
7/4/2023,고성(918),X,28.6,26,24.2,23.2,92,X, ,X,높음
7/4/2023,창녕(919),X,29.5,28,25,23.9,92,X,관심,X,높음
7/4/2023,함안(920),X,28.2,26.4,24.6,23.6,88,X, ,X,높음
7/4/2023,북춘천(93),X,32.1,31.5,25.8,22.5,85.8,X,관심,X,낮음
