ÀÏ½Ã,ÁöÁ¡,Æø¿°¿©ºÎ(O/X),ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),Æø¿°Æ¯º¸(O/X),Æø¿°¿µÇâ¿¹º¸(´Ü°è),¿­´ë¾ß(O/X),ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
5/16/2024,È¾¼º(536),X,18.6,20.5,12.6,7.2,64,X, ,X,³·À½
5/16/2024,°í¾ç(540),X,21,22.2,13.3,5.1,68,X, ,X,³·À½
5/16/2024,³²¾çÁÖ(541),X,20.4,21.3,13.3,6.3,61,X, ,X,³·À½
5/16/2024,¾È»ê(545),X,19,20.2,12.6,5.4,70,X, ,X,³·À½
5/16/2024,°æ±â±¤ÁÖ(546),X,18.1,19.8,12.5,6.2,57,X, ,X,³·À½
5/16/2024,¿©ÁÖ(548),X,19.3,19.9,12.8,6.9,62,X, ,X,³·À½
5/16/2024,¿ëÀÎ(549),X,18.1,19.7,13.1,6.6,61,X, ,X,³·À½
5/16/2024,¿À»ê(550),X,19.2,20.9,13.6,7.6,65,X, ,X,³·À½
5/16/2024,ÆòÅÃ(551),X,20,21.6,14.2,7.9,67,X, ,X,³·À½
5/16/2024,È­Ãµ(555),X,18.8,20.5,12.1,6.9,67,X, ,X,³·À½
5/16/2024,¾ç±¸(556),X,18.6,20.8,12.8,7.1,60,X, ,X,³·À½
5/16/2024,½ÃÈï(565),X,18.4,19.4,12.9,5.5,69,X, ,X,³·À½
5/16/2024,±¸¸®(569),X,20,21.1,13.7,6.2,60,X, ,X,³·À½
5/16/2024,È­¼º(571),X,18.8,19.8,13.5,7.2,67,X, ,X,³·À½
5/16/2024,¼º³²(572),X,18.9,19.7,13.7,7.1,66,X, ,X,³·À½
5/16/2024,°úÃµ(590),X,19.7,20.9,14.2,7,61,X, ,X,³·À½
5/16/2024,¾çÁÖ(598),X,19.4,20.2,12.5,4.7,67,X, ,X,³·À½
5/16/2024,´Ü¾ç(601),X,18.7,20,12.5,7.1,62,X, ,X,³·À½
5/16/2024,ÁøÃµ(602),X,19.1,20.7,14.2,8.3,59,X, ,X,³·À½
5/16/2024,±«»ê(603),X,18.4,20,12.8,7.1,64,X, ,X,³·À½
5/16/2024,¿ÁÃµ(604),X,19.2,20.7,13.7,7.4,64,X, ,X,³·À½
5/16/2024,È«ºÏ(608),X,,,,,,X, ,X,³·À½
5/16/2024,°øÁÖ(612),X,19.1,20.3,14.2,7.9,66,X, ,X,³·À½
5/16/2024,¼­Ãµ(614),X,18.8,18.3,13.7,8.2,79,X, ,X,³·À½
5/16/2024,³í»ê(615),X,19.4,20.5,14.6,8,66,X, ,X,³·À½
5/16/2024,´çÁø(616),X,20.2,20.9,13.9,7.4,70,X, ,X,³·À½
5/16/2024,Ã»¾ç(618),X,19,19.4,12.7,6.5,74,X, ,X,³·À½
5/16/2024,À½¼º(619),X,18.3,19,12.7,7.4,65,X, ,X,³·À½
5/16/2024,ÁõÆò(623),X,18.7,20.1,14.1,7.7,59,X, ,X,³·À½
5/16/2024,ÅÂ¾È(627),X,18.7,20.5,13.8,6.6,67,X, ,X,³·À½
5/16/2024,¿¹»ê(628),X,18.8,20.1,14.1,7.1,68,X, ,X,³·À½
5/16/2024,¾Æ»ê(634),X,20.9,21.9,14.6,8,68,X, ,X,³·À½
5/16/2024,°è·æ(636),X,18.8,19.5,13.5,7.2,71,X, ,X,³·À½
5/16/2024,¿¬ÃµÃ»»ê(652),X,19.5,20.1,12.4,4.8,68,X, ,X,³·À½
5/16/2024,¾ç¾ç(670),X,16.3,16.5,12.6,8.9,64,X, ,X,³·À½
5/16/2024,¹«¾È(699),X,20.6,20.5,15.8,10.9,68,X, ,X,³·À½
5/16/2024,¹«ÁÖ(701),X,18,19.2,12.8,7,66,X, ,X,³·À½
5/16/2024,ÀÍ»ê(702),X,19.3,19.3,14.5,9.2,63,X, ,X,³·À½
5/16/2024,Áø¾È(703),X,17.7,18.1,11.7,5.7,71,X, ,X,³·À½
5/16/2024,´ã¾ç(706),X,22.9,22.9,15.5,9.5,73,X, ,X,³·À½
5/16/2024,±¸·Ê(709),X,21.4,22.3,15,8.7,66,X, ,X,³·À½
5/16/2024,³ªÁÖ(710),X,20.7,21.6,15.3,8.7,64,X, ,X,³·À½
5/16/2024,¼øÃµ½Ã(712),X,21.6,23.6,16.6,10.4,54,X, ,X,³·À½
5/16/2024,±¤¾çÀ¾(713),X,21.8,24.2,16.6,9.6,52,X, ,X,³·À½
5/16/2024,Àå¼º(730),X,20.8,21.2,15.2,10.2,64,X, ,X,³·À½
5/16/2024,¿µ¾Ï(731),X,21.1,21.3,15.4,7.6,68,X, ,X,³·À½
5/16/2024,º¸¼º(732),X,21.1,21.8,15.4,9.5,61,X, ,X,³·À½
5/16/2024,¿ÏÁÖ(734),X,19.8,20.7,13.3,7.4,75,X, ,X,³·À½
5/16/2024,±èÁ¦(737),X,19.3,19.1,14.2,8.4,72,X, ,X,³·À½
5/16/2024,È­¼ø(741),X,21.1,22.2,15.5,10.1,62,X, ,X,³·À½
5/16/2024,ÇÔÆò(754),X,21,21.4,15.4,8.2,69,X, ,X,³·À½
5/16/2024,°î¼º(768),X,20.7,22,14.3,7.8,68,X, ,X,³·À½
5/16/2024,¾ÐÇØµµ(789),X,20.3,19.9,16.4,11.9,71,X, ,X,³·À½
5/16/2024,¿µ¾ç(801),X,18,19.2,11.2,5.3,68,X, ,X,³·À½
5/16/2024,¼ºÁÖ(810),X,19.8,22.3,14.7,8.6,56,X, ,X,³·À½
5/16/2024,°í·É(812),X,20.3,22.4,15,8.7,58,X, ,X,³·À½
5/16/2024,Ã»µµ(813),X,20.4,22.1,14.3,8.5,59,X, ,X,³·À½
5/16/2024,¿¹Ãµ(815),X,18.7,20.7,13.4,7.9,58,X, ,X,³·À½
5/16/2024,±èÃµ(822),X,20.6,22.4,14.7,8.5,58,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,±ºÀ§(823),X,20,21,14,7.8,64,X, ,X,³·À½
5/16/2024,Ä¥°î(825),X,20.4,21.7,14.8,8.8,65,X, ,X,³·À½
5/16/2024,°æ»ê(827),X,20.3,22.6,15.2,8.7,54,X, ,X,³·À½
5/16/2024,»ïÃ´(876),X,16.9,16.8,12,7.4,69,X, ,X,³·À½
5/16/2024,¼ÓÃÊ(90),X,16.5,16.8,12.6,8.7,65.4,X, ,X,³·À½
5/16/2024,»ïÃµÆ÷(907),X,20.9,22.8,16.9,10.7,48,X, ,X,³·À½
5/16/2024,°í¼º(918),X,21.3,23.6,16.3,10,52,X, ,X,³·À½
5/16/2024,Ã¢³ç(919),X,21.1,22.9,15.1,9.6,64,X, ,X,³·À½
5/16/2024,ÇÔ¾È(920),X,20.9,22.8,15.8,9.5,50,X, ,X,³·À½
5/16/2024,ºÏÃáÃµ(93),X,19,20.8,12.9,7.5,63.4,X, ,X,³·À½
5/16/2024,ÇÏµ¿(932),X,21.8,23.4,16.4,10,53,X, ,X,³·À½
5/16/2024,Ã¶¿ø(95),X,18.1,19.7,12.4,6.1,67.6,X, ,X,³·À½
5/16/2024,µ¿µÎÃµ(98),X,19.5,20.2,12.5,5.5,65.3,X, ,X,³·À½
5/16/2024,ÆÄÁÖ(99),X,19.5,19.7,12.3,4.6,72.5,X, ,X,³·À½
5/17/2024,ºÏ°­¸ª(104),X,24.9,26.3,20.6,12.8,43.3,X, ,X,³·À½
5/17/2024,µ¿ÇØ(106),X,24,24.5,19.7,9.6,45.3,X, ,X,³·À½
5/17/2024,¼­¿ï(108),X,24.2,24.9,18.3,10.8,63.6,X,½É°¢,X,³·À½
5/17/2024,ÀÎÃµ(112),X,22.1,21.5,17,12.1,73.5,X,½É°¢,X,³·À½
5/17/2024,¿øÁÖ(114),X,24.1,25.5,17.3,8.5,61.3,X, ,X,³·À½
5/17/2024,¿ï¸ªµµ(115),X,21.1,21.2,17.8,12.3,61,X, ,X,³·À½
5/17/2024,¼ö¿ø(119),X,23.9,24.4,17.4,10.8,67.5,X, ,X,³·À½
5/17/2024,¿µ¿ù(121),X,24.6,25.1,15.1,5.7,68.1,X, ,X,³·À½
5/17/2024,ÃæÁÖ(127),X,23.8,25.3,17.2,8,65.6,X, ,X,³·À½
5/17/2024,¼­»ê(129),X,21.4,21.3,17.5,12.1,72.8,X, ,X,³·À½
5/17/2024,¿ïÁø(130),X,25.6,28.1,19.9,8.5,48.1,X, ,X,³·À½
5/17/2024,Ã»ÁÖ(131),X,24.3,26.2,19.9,13,51.9,X, ,X,³·À½
5/17/2024,´ëÀü(133),X,24.1,25.6,19.2,13.5,53.3,X, ,X,³·À½
5/17/2024,ÃßÇ³·É(135),X,23.7,25.7,17.3,10,58.5,X, ,X,³·À½
5/17/2024,¾Èµ¿(136),X,24.7,26.4,17.3,8.1,64.3,X, ,X,³·À½
5/17/2024,»óÁÖ(137),X,26,27.7,19.1,12.1,57.1,X, ,X,³·À½
5/17/2024,Æ÷Ç×(138),X,24.8,27,19.9,11.8,46,X, ,X,³·À½
5/17/2024,±º»ê(140),X,24.1,24.9,18.8,12.5,64.3,X, ,X,³·À½
5/17/2024,´ë±¸(143),X,25,28.4,19.1,10,51.8,X, ,X,³·À½
5/17/2024,ÀüÁÖ(146),X,24.7,26.5,19.9,12.4,51,X, ,X,³·À½
5/17/2024,¿ï»ê(152),X,24.5,25.8,17.9,9.2,55.6,X, ,X,³·À½
5/17/2024,Ã¢¿ø(155),X,24,25.8,18.5,12.4,54.8,X, ,X,³·À½
5/17/2024,±¤ÁÖ(156),X,24.4,25.6,19.1,12.9,66.6,X, ,X,³·À½
5/17/2024,ºÎ»ê(159),X,22.7,23.2,18.9,15.2,55.5,X, ,X,³·À½
5/17/2024,Åë¿µ(162),X,21.7,23,18.6,15.2,59.5,X, ,X,³·À½
5/17/2024,¸ñÆ÷(165),X,23,24,19.1,14.5,59.6,X, ,X,³·À½
5/17/2024,¿©¼ö(168),X,21.1,21.8,18.3,15.1,58.1,X, ,X,³·À½
5/17/2024,Èæ»êµµ(169),X,23.9,23,17.4,13.6,78.8,X, ,X,³·À½
5/17/2024,¿Ïµµ(170),X,22.9,24.5,19.6,16.3,51.9,X, ,X,³·À½
5/17/2024,°íÃ¢(172),X,,,,,,X, ,X,³·À½
5/17/2024,Á¦ÁÖ(184),X,23.2,27,19.9,15.6,41.8,X, ,X,³·À½
5/17/2024,ÁøÁÖ(192),X,23.6,24.9,17.8,8.1,60.4,X, ,X,³·À½
5/17/2024,¾çÆò(202),X,24.1,25.5,16.4,7.8,67.9,X,½É°¢,X,³·À½
5/17/2024,ÀÌÃµ(203),X,24.9,25.7,17.4,8,68.9,X,½É°¢,X,³·À½
5/17/2024,ÀÎÁ¦(211),X,23.1,23.8,15.1,5.3,72.3,X, ,X,³·À½
5/17/2024,È«Ãµ(212),X,24.1,24.8,15.5,6.1,69,X, ,X,³·À½
5/17/2024,ÅÂ¹é(216),X,21.7,24.1,15.9,5,49,X, ,X,³·À½
5/17/2024,Á¤¼±±º(217),X,24.9,26.5,14.7,3,66,X, ,X,³·À½
5/17/2024,Á¦Ãµ(221),X,22.6,23.7,14.8,5.7,75.1,X, ,X,³·À½
5/17/2024,º¸Àº(226),X,23.7,25.1,16.7,9,70.1,X, ,X,³·À½
5/17/2024,Ãµ¾È(232),X,24.2,25.5,17,8.4,65.9,X, ,X,³·À½
5/17/2024,º¸·É(235),X,22.2,23,18.5,13.8,66.5,X, ,X,³·À½
5/17/2024,ºÎ¿©(236),X,24.7,25.5,18,11.3,69.1,X, ,X,³·À½
5/17/2024,±Ý»ê(238),X,24,25.5,17.1,8.4,62.1,X, ,X,³·À½
5/17/2024,¼¼Á¾(239),X,24.2,25.4,18.4,11.8,60.4,X, ,X,³·À½
5/17/2024,ºÎ¾È(243),X,23.4,25.6,19.7,13.3,55.9,X, ,X,³·À½
5/17/2024,ÀÓ½Ç(244),X,22.7,24.9,16.4,8.4,62,X, ,X,³·À½
5/17/2024,Á¤À¾(245),X,23.6,26.5,19.4,11.8,52.1,X, ,X,³·À½
5/17/2024,³²¿ø(247),X,23.5,25.6,17.2,9.1,60.5,X, ,X,³·À½
5/17/2024,Àå¼ö(248),X,22,23.6,15.9,8.2,60.4,X, ,X,³·À½
5/17/2024,¿µ±¤±º(252),X,22.4,24.1,18.5,12.5,61.8,X, ,X,³·À½
5/17/2024,±èÇØ½Ã(253),X,24.7,26.3,18.9,11.2,53.5,X, ,X,³·À½
5/17/2024,¼øÃ¢±º(254),X,22.4,25.3,17.2,9,58.8,X, ,X,³·À½
5/17/2024,¾ç»ê½Ã(257),X,24.2,26.6,19.1,12.1,57.1,X, ,X,³·À½
5/17/2024,°­Áø±º(259),X,23.7,25.7,17.8,9.8,70,X, ,X,³·À½
5/17/2024,ÀåÈï(260),X,22.3,24.8,17.4,8.2,65.5,X, ,X,³·À½
5/17/2024,ÇØ³²(261),X,22.8,23.5,17.6,9.8,71.5,X, ,X,³·À½
5/17/2024,°íÈï(262),X,22.3,24.4,17.6,9.5,63.3,X, ,X,³·À½
5/17/2024,ÀÇ·É±º(263),X,24.3,26.4,17.9,8,54.5,X, ,X,³·À½
5/17/2024,ÇÔ¾ç±º(264),X,23.9,26.5,18.6,10.3,50.8,X, ,X,³·À½
5/17/2024,Áøµµ±ºASOS(268),X,22.3,22.5,18.1,11.2,63.3,X, ,X,³·À½
5/17/2024,ºÀÈ­(271),X,22.7,24,14.2,3.8,70.8,X, ,X,³·À½
5/17/2024,¿µÁÖ(272),X,24,24.8,15.3,5.6,70.9,X, ,X,³·À½
5/17/2024,¹®°æ(273),X,24.9,26.1,17,8.1,66.1,X, ,X,³·À½
5/17/2024,Ã»¼Û±º(276),X,23.9,26.2,15,4.3,67.1,X, ,X,³·À½
5/17/2024,¿µ´ö(277),X,23.7,25.6,18,7.3,60.6,X, ,X,³·À½
5/17/2024,ÀÇ¼º(278),X,25.1,27.1,16.7,6,68.9,X, ,X,³·À½
5/17/2024,±¸¹Ì(279),X,25.7,28,17.8,8.9,59,X, ,X,³·À½
5/17/2024,¿µÃµ(281),X,24.4,27.1,17,7.1,62.1,X, ,X,³·À½
5/17/2024,°æÁÖ½Ã(283),X,25.4,28.7,17.9,7.6,57.9,X, ,X,³·À½
5/17/2024,°ÅÃ¢(284),X,23.1,25.9,16.4,6.8,58,X, ,X,³·À½
5/17/2024,ÇÕÃµ(285),X,25.1,28,19.4,11.3,50.1,X, ,X,³·À½
5/17/2024,¹Ð¾ç(288),X,24.1,27.9,17.9,9.1,53.6,X, ,X,³·À½
5/17/2024,»êÃ»(289),X,24.3,25.8,17.6,9,61.1,X, ,X,³·À½
5/17/2024,°ÅÁ¦(294),X,22.1,22.7,18.7,15.4,61.1,X, ,X,³·À½
5/17/2024,³²ÇØ(295),X,22.6,24.2,18.9,13.8,51.8,X, ,X,³·À½
5/17/2024,ºÎÃµ(433),X,22.4,22.9,16.7,10.3,66,X,½É°¢,X,³·À½
5/17/2024,¾È¾ç(434),X,18.8,24.1,18.4,12.3,,X,½É°¢,X,³·À½
5/17/2024,±¤¸í(437),X,24.4,25.2,19,12.6,63,X,½É°¢,X,³·À½
5/17/2024,±ºÆ÷(438),X,23.4,24.4,18.1,11.1,61,X,½É°¢,X,³·À½
5/17/2024,±èÆ÷(441),X,,23.3,17.5,10.7,,X,½É°¢,X,³·À½
5/17/2024,ÇÏ³²(444),X,24.6,26,17,8.3,62,X,½É°¢,X,³·À½
5/17/2024,ÀÇ¿Õ(445),X,23.6,23.7,17.1,9.3,70,X,½É°¢,X,³·À½
5/17/2024,Æ÷Ãµ(504),X,24.3,25.2,16,6.2,73,X,½É°¢,X,³·À½
5/17/2024,°¡ÆòÁ¶Á¾(505),X,24.6,25.1,14.6,4.1,76,X, ,X,³·À½
5/17/2024,¾È¼º(516),X,25.2,25.9,17.7,9,69,X,½É°¢,X,³·À½
5/17/2024,°£¼º(517),X,25.3,27.3,21.1,12,39,X, ,X,³·À½
5/17/2024,ÆòÃ¢(526),X,23.8,25.4,14.2,4.1,67,X, ,X,³·À½
5/17/2024,ÀÇÁ¤ºÎ(532),X,24.1,25.1,17.1,7.9,66,X,½É°¢,X,³·À½
5/17/2024,È¾¼º(536),X,24.4,25.6,15.5,5.6,68,X, ,X,³·À½
5/17/2024,°í¾ç(540),X,26.7,27.8,17.5,8.7,73,X,½É°¢,X,³·À½
5/17/2024,³²¾çÁÖ(541),X,25.5,26.1,17,7.3,64,X,½É°¢,X,³·À½
5/17/2024,¾È»ê(545),X,24.5,24.9,16.7,7.5,73,X,½É°¢,X,³·À½
5/17/2024,°æ±â±¤ÁÖ(546),X,23.6,25.6,16.5,7.7,62,X,½É°¢,X,³·À½
5/17/2024,¿©ÁÖ(548),X,25.1,26.3,17.5,8.2,66,X,½É°¢,X,³·À½
5/17/2024,¿ëÀÎ(549),X,24.4,25.3,16.9,7.9,67,X,½É°¢,X,³·À½
5/17/2024,¿À»ê(550),X,25.2,25.9,17.6,8.6,67,X, ,X,³·À½
5/17/2024,ÆòÅÃ(551),X,24.7,25.6,18.3,10.7,69,X,½É°¢,X,³·À½
5/17/2024,È­Ãµ(555),X,24.3,24.9,14.6,5.4,75,X, ,X,³·À½
5/17/2024,¾ç±¸(556),X,23.5,24.6,15,5.7,69,X, ,X,³·À½
5/17/2024,½ÃÈï(565),X,24,24.5,17.5,9.2,72,X,½É°¢,X,³·À½
5/17/2024,±¸¸®(569),X,25.2,26.6,17.5,8.6,64,X, ,X,³·À½
5/17/2024,È­¼º(571),X,23.8,24,17.7,11,69,X,½É°¢,X,³·À½
5/17/2024,¼º³²(572),X,24.8,25.5,17.7,9.5,69,X,½É°¢,X,³·À½
5/17/2024,°úÃµ(590),X,25.7,26.9,18.1,8.1,65,X, ,X,³·À½
5/17/2024,¾çÁÖ(598),X,24.2,24.5,16,6,75,X, ,X,³·À½
5/17/2024,´Ü¾ç(601),X,24.2,25.8,15.1,5.3,73,X, ,X,³·À½
5/17/2024,ÁøÃµ(602),X,24.7,26.5,18.8,11.4,58,X, ,X,³·À½
5/17/2024,±«»ê(603),X,24.1,25.6,16.5,7.1,67,X, ,X,³·À½
5/17/2024,¿ÁÃµ(604),X,24.6,26.5,17.4,9.1,66,X, ,X,³·À½
5/17/2024,È«ºÏ(608),X,,,,,,X, ,X,³·À½
5/17/2024,°øÁÖ(612),X,23.9,25.3,18.2,12.3,62,X, ,X,³·À½
5/17/2024,¼­Ãµ(614),X,22.9,23.6,17.3,10.1,72,X, ,X,³·À½
5/17/2024,³í»ê(615),X,24.2,26,18.6,11.2,62,X, ,X,³·À½
5/17/2024,´çÁø(616),X,23.5,23.6,17.9,11.8,69,X, ,X,³·À½
5/17/2024,Ã»¾ç(618),X,23.8,24.9,16.6,8.2,70,X, ,X,³·À½
5/17/2024,À½¼º(619),X,23.6,24.5,16.6,8.6,70,X, ,X,³·À½
5/17/2024,ÁõÆò(623),X,23.6,25.3,18.1,11.5,62,X, ,X,³·À½
5/17/2024,ÅÂ¾È(627),X,20.6,21.1,17.4,13,73,X, ,X,³·À½
5/17/2024,¿¹»ê(628),X,23.6,24.4,18.3,11.7,63,X, ,X,³·À½
5/17/2024,¾Æ»ê(634),X,25.6,26.2,18.5,10.8,65,X, ,X,³·À½
5/17/2024,°è·æ(636),X,23.7,24.6,16.9,9.7,68,X, ,X,³·À½
5/17/2024,¿¬ÃµÃ»»ê(652),X,24,24.7,15.5,5.9,74,X, ,X,³·À½
5/17/2024,¾ç¾ç(670),X,24.8,27,21.7,13.8,38,X, ,X,³·À½
5/17/2024,¹«¾È(699),X,24.2,26.1,18.4,10.3,66,X, ,X,³·À½
5/17/2024,¹«ÁÖ(701),X,23.6,25.8,17.8,8.8,55,X, ,X,³·À½
5/17/2024,ÀÍ»ê(702),X,23.6,25.7,18.3,11.6,60,X, ,X,³·À½
5/17/2024,Áø¾È(703),X,22,23.6,16,8.2,59,X, ,X,³·À½
5/17/2024,´ã¾ç(706),X,25,26.1,17.6,9.5,73,X, ,X,³·À½
5/17/2024,±¸·Ê(709),X,25.1,27.5,16.4,8.2,70,X, ,X,³·À½
5/17/2024,³ªÁÖ(710),X,23.8,25.9,17.4,9.1,67,X, ,X,³·À½
5/17/2024,¼øÃµ½Ã(712),X,23.6,25.6,17.4,9.8,69,X, ,X,³·À½
5/17/2024,±¤¾çÀ¾(713),X,24.1,26.3,17.9,9.8,63,X, ,X,³·À½
5/17/2024,Àå¼º(730),X,24,25.6,18.1,9.1,63,X, ,X,³·À½
5/17/2024,¿µ¾Ï(731),X,23,25,18.6,10.2,59,X, ,X,³·À½
5/17/2024,º¸¼º(732),X,22.3,24.8,16.7,7.9,67,X, ,X,³·À½
5/17/2024,¿ÏÁÖ(734),X,25,26.1,17.5,10,66,X, ,X,³·À½
5/17/2024,±èÁ¦(737),X,23.8,25.5,19.5,13.1,50,X, ,X,³·À½
5/17/2024,È­¼ø(741),X,24,26.5,17.6,8.9,57,X, ,X,³·À½
5/17/2024,ÇÔÆò(754),X,23.9,25.6,17.6,10.6,70,X, ,X,³·À½
5/17/2024,°î¼º(768),X,24.9,26.7,16.6,8.2,65,X, ,X,³·À½
5/17/2024,¾ÐÇØµµ(789),X,22.4,23,18.6,15.2,66,X, ,X,³·À½
5/17/2024,¿µ¾ç(801),X,23.5,25.3,14.9,4.2,71,X, ,X,³·À½
5/17/2024,¼ºÁÖ(810),X,25.4,28.1,17.8,7.3,57,X, ,X,³·À½
5/17/2024,°í·É(812),X,25,27.7,17.9,7.6,61,X, ,X,³·À½
5/17/2024,Ã»µµ(813),X,24.7,27.7,17.1,7.1,61,X, ,X,³·À½
5/17/2024,¿¹Ãµ(815),X,24.6,27,16.9,7.1,65,X, ,X,³·À½
5/17/2024,±èÃµ(822),X,26.4,29.2,17.8,6.9,61,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,±ºÀ§(823),X,25.9,27.1,17.2,7.6,70,X, ,X,³·À½
5/17/2024,Ä¥°î(825),X,25.9,27.9,18.4,8.6,64,X, ,X,³·À½
